BillNo,Billdate,NetAmount,Description,ConsigneeName,Transporter,Godown,TotReels,TotWeight,GAmount,VehicleNo,Distributor
KPM/2022-23/1791,22/08/2022,263542,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,10,7022,236992.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/1792,22/08/2022,148410,Local,Matere Packaging Industries Private Limited,SABOO TRANSPORT SERVICE,PM2 GODOWN,6,3666,132376.5,MH12HD1179,S PAPERS
KPM/2022-23/1793,22/08/2022,37499,Local,MAULIKRUPA ENTERPRISES - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,2,893,33447.75,MH42T0808,S PAPERS
KPM/2022-23/1794,22/08/2022,161870,Local,Sapson Packaging,SABOO TRANSPORT SERVICE,PM3 GODOWN,9,3806,144382,MH42T0808,S PAPERS
KPM/2022-23/1796,22/08/2022,179292,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,7,4489,160250.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/1797,22/08/2022,134156,Local,Sapson Packaging,SABOO TRANSPORT SERVICE,PM2 GODOWN,10,3281,119662.5,MH42T0808,S PAPERS
KPM/2022-23/1798,22/08/2022,173605,Local,OM SAI PACKAGING INDUSTRY,PARTY TRANSPORT,PM2 GODOWN,10,4179,154849.5,MH16AY0030,VEDANT PACKER PVT. LTD.
KPM/2022-23/1799,22/08/2022,27131,Local,OM SAI PACKAGING INDUSTRY,PARTY TRANSPORT,PM3 GODOWN,2,663,24199.5,MH16AY0030,VEDANT PACKER PVT. LTD.
KPM/2022-23/1800,22/08/2022,130159,Local,Matere Packaging Industries Private Limited,SABOO TRANSPORT SERVICE,PM3 GODOWN,5,3088,116097.5,MH12HD1179,S PAPERS
KPM/2022-23/1801,22/08/2022,757782,Local,CRAFTED SOLUTIONS,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,18,19320,676591,MH20BT2012,CRAFTED SOLUTIONS
KPM/2022-23/1802,22/08/2022,110831,Local,S A COROPACK-SP,SABOO TRANSPORT SERVICE,PM2 GODOWN,6,2690,98857.5,MH12TV8197,S PAPERS
KPM/2022-23/1803,22/08/2022,255622,Local,S A COROPACK-SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,13,5880,228006,MH12TV8197,S PAPERS
KPM/2022-23/1804,22/08/2022,82991,Local,RAJMUDRA  PRAKASHAN PVT. LTD.,PARTY TRANSPORT,PM3 GODOWN,6,1974,74025,MH20EL3496,VEDANT PACKER PVT. LTD.
KPM/2022-23/1805,22/08/2022,844970,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,14,21061,752930.75,MH25U9545,KEDAR PAPER CONVERSION
KPM/2022-23/1806,22/08/2022,241758,Local,NEW PACKWELL INDUSTRIES - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,16,5990,215640,MH12QW7119,S PAPERS
KPM/2022-23/1807,22/08/2022,236148,Local,NEW PACKWELL INDUSTRIES - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,17,5851,210636,MHF12Z3775,S PAPERS
KPM/2022-23/1808,23/08/2022,51724,Local,K B Industries - SP,PARTY TRANSPORT,PM3 GODOWN,2,1264,46136,MH04GC3516,S PAPERS
KPM/2022-23/1809,23/08/2022,453419,Local,PRESTIGE PAPER BOX INDUSTRIES-VP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,25,10643,404434,MH20AT9122,VEDANT PACKER PVT. LTD.
KPM/2022-23/1810,23/08/2022,505893,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,12236,451690.5,MH20DE1939,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1811,23/08/2022,541308,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,15,13995,482827.5,MH12HD7886,KRISHNA AGENCIES
KPM/2022-23/1812,23/08/2022,255510,Local,K B Industries - SP,PARTY TRANSPORT,PM2 GODOWN,11,6244,227906,MH04GC3516,S PAPERS
KPM/2022-23/1813,23/08/2022,608088,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,21,15527,542935.5,MH20BVT1154,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1814,23/08/2022,89420,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,3,2249,79839.5,MH20BT1154,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1815,23/08/2022,278365,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM2 GODOWN,12,6534,248292,MH12HD2098,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1817,23/08/2022,267736,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM2 GODOWN,10,6830,239050,MH04GC0852,CONTINENTAL TRADE CORPORATION
KPM/2022-23/1819,23/08/2022,444075,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,14,10789,396495.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/1820,23/08/2022,308888,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,11,7764,275792.9,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/1821,23/08/2022,130913,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,10,3580,116887,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/1822,23/08/2022,303812,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,10,7305,271260.75,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/1823,24/08/2022,316226,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM2 GODOWN,11,8067,282345,MH46BM9740,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1824,24/08/2022,339819,Local,BIYANI PACKAGING PRIVATE LIMITED,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,15,8906,302804,MH46BB8755,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1825,24/08/2022,48688,Local,BIYANI PACKAGING PRIVATE LIMITED,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,2,1276,43384,MH46BB8755,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1826,24/08/2022,812231,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,14,20245,723758.75,KA563625,KEDAR PAPER CONVERSION
KPM/2022-23/1827,24/08/2022,74877,Local,RAJMUDRA  PRAKASHAN PVT. LTD.,PARTY TRANSPORT,PM3 GODOWN,5,1781,66787.5,MH20EL3496,VEDANT PACKER PVT. LTD.
KPM/2022-23/1828,24/08/2022,533354,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,19,13652,469383,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1829,24/08/2022,108349,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,5,2764,95358,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1830,24/08/2022,29207,Local,P K PACKAGING,SANKAT MOCHAN ROADLINES,PM2 GODOWN,1,668,26052,MH04KU9668,JIGAR TRADING COMPANY
KPM/2022-23/1831,24/08/2022,429564,Local,P K PACKAGING,SANKAT MOCHAN ROADLINES,PM3 GODOWN,17,9951,383156.5,MH04KU9668,JIGAR TRADING COMPANY
KPM/2022-23/1833,24/08/2022,417317,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,15,10443,373337.25,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/1834,24/08/2022,214855,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,7,5481,191835,MH46BU0158,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1835,24/08/2022,91920,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,3,2487,82071,MH46BU0158,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1836,24/08/2022,373413,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM2 GODOWN,22,10083,332739,MH48AY6129,TIRUPATI CORRUGATOR - D
KPM/2022-23/1837,24/08/2022,396568,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,15,10395,354078.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/1838,24/08/2022,600660,Local,JALGAON INDUSTRIES,PARTY TRANSPORT,PM3 GODOWN,34,14007,535767.75,MH18AA9281,VEDANT PACKER PVT. LTD.
KPM/2022-23/1839,25/08/2022,161826,Local,JALGAON INDUSTRIES,PARTY TRANSPORT,PM2 GODOWN,8,3839,144342.75,MH18AA9281,VEDANT PACKER PVT. LTD.
KPM/2022-23/1840,25/08/2022,578864,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,21,14891,509397.5,MH04JK7320,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1841,25/08/2022,436366,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,17,11486,383869.5,MH04JK7320,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1842,25/08/2022,13327,Local,RAHUL PACKING,PARTY TRANSPORT,PM3 GODOWN,1,326,11899,MH16AE8639,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1843,25/08/2022,29051,Local,RAHUL PACKING,PARTY TRANSPORT,PM3 GODOWN,2,691,25912.5,MH16AE8639,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1844,25/08/2022,307806,Local,RAHUL PACKING,PARTY TRANSPORT,PM2 GODOWN,14,6976,274552.25,MH16AE8639,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1845,25/08/2022,846293,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,14,21094,754110.5,MH25AJ9411,KEDAR PAPER CONVERSION
KPM/2022-23/1846,25/08/2022,811812,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,23,20108,714778.5,MH43BX4952,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1848,25/08/2022,270863,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,7,7123,238281,MH43BX4952,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1849,25/08/2022,253976,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,10,6479,223525.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1850,25/08/2022,33143,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,1,822,29181,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1851,25/08/2022,256011,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,9,6723,225220.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1852,25/08/2022,68443,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,2,1746,60237,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1853,25/08/2022,76426,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,2,2007,67234.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1854,25/08/2022,120338,Local,S. B. PACKAGING SOLUTIONS -SUPA,PARTY TRANSPORT,PM2 GODOWN,7,2858,107337,MH05AM1109,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1855,25/08/2022,382371,Local,S L CORBOX PVT. LTD.-ECO,SANKAT MOCHAN ROADLINES,PM2 GODOWN,25,9958,341061.5,MH48CB3635,ECO KRAFT INC.
KPM/2022-23/1856,25/08/2022,236221,Local,BIYANI PACKAGING PRIVATE LIMITED,SANKAT MOCHAN ROADLINES,PM2 GODOWN,10,5644,210490,MH43BX4575,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1857,25/08/2022,114025,Local,BIYANI PACKAGING PRIVATE LIMITED,SANKAT MOCHAN ROADLINES,PM3 GODOWN,5,3046,103564,MH43BX4575,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1858,25/08/2022,92399,Local,BIYANI PACKAGING PRIVATE LIMITED,SANKAT MOCHAN ROADLINES,PM3 GODOWN,5,2495,82335,MH43BX4575,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1859,26/08/2022,60842,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,1,1573,54268.5,MH20DE1939,KRISHNA AGENCIES
KPM/2022-23/1860,26/08/2022,398974,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,9,10623,355870.5,MH20DE1939,KRISHNA AGENCIES
KPM/2022-23/1861,26/08/2022,400440,Local,KIARA PACKAGING INDUSTRIES PVT. LTD.,PARTY TRANSPORT,PM3 GODOWN,18,10353,357178.5,MH17AG4894,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1862,26/08/2022,354406,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,8,9314,316434,MH20BT1154,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1863,26/08/2022,50928,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,1318,45471,MH20BT1154,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1864,26/08/2022,44481,Local,Prashant Packaging -S P,SABOO TRANSPORT SERVICE,PM2 GODOWN,2,1051,39675.25,MH20CT3949,S PAPERS
KPM/2022-23/1865,26/08/2022,75881,Local,GANESH ENTERPRISES-S P,SABOO TRANSPORT SERVICE,PM2 GODOWN,4,1817,67683.25,MH20CT3949,S PAPERS
KPM/2022-23/1866,26/08/2022,156409,Local,Prashant Packaging -S P,SABOO TRANSPORT SERVICE,PM3 GODOWN,9,3682,139511.5,MH20CT3949,S PAPERS
KPM/2022-23/1867,26/08/2022,210781,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,7,5455,188197.5,MH20BT1154,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1868,26/08/2022,45394,Local,RAHUL PACKING,PARTY TRANSPORT,PM3 GODOWN,2,1158,40530,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1869,26/08/2022,142434,Local,SHREE GANESH PACKAGINGS PVT LTD.,JAIN ROADWAYS TR,PM2 GODOWN,6,3656,127046,MH18BH2991,JIGAR TRADING COMPANY
KPM/2022-23/1870,26/08/2022,308826,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,11,8170,275737.5,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/1871,26/08/2022,350924,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,10,9353,308649,MH46AF8250,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1872,26/08/2022,38797,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,1,1004,34136,MH46AF8250,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1873,26/08/2022,134144,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,5,3327,118108.5,MH46AF8250,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1874,26/08/2022,185925,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,6,4743,163633.5,MH46AF8250,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1875,26/08/2022,201389,Local,AKANKSHA PACKS - DR,PARTY TRANSPORT,PM2 GODOWN,8,5133,179632.25,MH17BD8383,AKANKSHA PACKS - DR
KPM/2022-23/1876,26/08/2022,178107,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,7,4747,156651,MH46AF8250,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1877,26/08/2022,180537,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,7,4741,158823.5,MH46AF8250,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1878,26/08/2022,19861,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,1,514,17476,MH46AF8250,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1879,26/08/2022,541217,Local,SHREE GANESH PACKAGINGS PVT LTD.,JAIN ROADWAYS,PM3 GODOWN,30,13892,482747,MH18BH2991,JIGAR TRADING COMPANY
KPM/2022-23/1880,26/08/2022,54542,Local,AKANKSHA PACKS - DR,PARTY TRANSPORT,PM3 GODOWN,2,1400,48650,MH17BD8383,AKANKSHA PACKS - DR
KPM/2022-23/1881,26/08/2022,312474,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,11,7870,278995,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/1882,27/08/2022,1036646,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,17,27196,911066,MH46AF2699,KRISHNA AGENCIES
KPM/2022-23/1883,27/08/2022,274729,Local,ACCU PACK INDUSTRIES - B.J.,SABOO TRANSPORT SERVICE,PM2 GODOWN,13,6668,245049,MH20EG3610,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1884,27/08/2022,915167,Local,CRAFTED SOLUTIONS,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,22,23720,804613,MH46AF1469,CRAFTED SOLUTIONS
KPM/2022-23/1885,27/08/2022,404153,Local,HARISH PACKAGING - B.J.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,16,8901,360490.5,MH20CT6411,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1886,27/08/2022,240587,Local,SAFE PACK - ECO,SANKAT MOCHAN ROADLINES,PM3 GODOWN,12,6454,214595.5,MH48CB5428,ECO KRAFT INC.
KPM/2022-23/1887,27/08/2022,135192,Local,SAFE PACK - ECO,SANKAT MOCHAN ROADLINES,PM2 GODOWN,9,3414,120586.5,MH48CB5428,ECO KRAFT INC.
KPM/2022-23/1888,27/08/2022,65167,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,3,1571,58127,MH20AT9122,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1889,27/08/2022,373620,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,21,8656,333256,MH20AT9122,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1890,27/08/2022,50913,Local,Triveni Packaging - DR,SELF TRANSPORTER,PM3 GODOWN,2,1305,44696.25,MH43E7187,Triveni Packaging - DR
KPM/2022-23/1891,27/08/2022,432321,Local,GOVIND PACKAGES & PRINTERS,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,22,11022,385770,MH20DT0407,S PAPERS
KPM/2022-23/1892,27/08/2022,78204,Local,GOVIND PACKAGES & PRINTERS,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,4,1993,69755,MH20DT0407,S PAPERS
KPM/2022-23/1893,27/08/2022,155223,Local,K K Packaging - ABAD,PARTY TRANSPORT,PM2 GODOWN,5,3904,138592,MH20AT9674,K K PACKAGING
KPM/2022-23/1894,27/08/2022,173645,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM2 GODOWN,7,4560,155040,MH04GR5472,CONTINENTAL TRADE CORPORATION
KPM/2022-23/1895,27/08/2022,139630,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM3 GODOWN,4,3562,124670,MH04GR5472,CONTINENTAL TRADE CORPORATION
KPM/2022-23/1896,27/08/2022,538005,Local,Triveni Packaging - DR,SELF TRANSPORTER,PM2 GODOWN,24,13320,472365,MH43E7187,Triveni Packaging - DR
KPM/2022-23/1897,27/08/2022,130639,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM2 GODOWN,5,2950,116525,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1898,27/08/2022,291433,Local,M.K.PACKAGING,KHANDESH GOLDEN TRANSPORT,PM2 GODOWN,15,7026,259948.5,MH18BG2654,VEDANT PACKER PVT. LTD.
KPM/2022-23/1899,27/08/2022,459598,Local,BHAGYASHREE PACKAGING-SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,25,11467,409945.25,MH17AG2736,S PAPERS
KPM/2022-23/1900,27/08/2022,22323,Local,Matere Packaging Industries Private Limited,SABOO TRANSPORT SERVICE,PM3 GODOWN,2,573,19911.75,MH25U4841,S PAPERS
KPM/2022-23/1901,27/08/2022,207016,Local,Matere Packaging Industries Private Limited,SABOO TRANSPORT SERVICE,PM2 GODOWN,9,5105,184651.25,MH25U4841,S PAPERS
KPM/2022-23/1902,27/08/2022,863104,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,14,21513,769089.75,MH25U9545,KEDAR PAPER CONVERSION
KPM/2022-23/1903,28/08/2022,653711,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,24,17423,583670.5,MH20BT1154,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1904,28/08/2022,123249,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,8,3328,109824,DD01H9995,TIRUPATI CORRUGATOR - D
KPM/2022-23/1905,28/08/2022,304342,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM2 GODOWN,18,7936,271191,DD01H9995,TIRUPATI CORRUGATOR - D
KPM/2022-23/1906,28/08/2022,246020,Local,AASHIRWAD PACKAGING,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,13,5975,219441,MH20AT9122,LAKHOTIYA TRADERS PVT. LTD.-DRS
KPM/2022-23/1907,28/08/2022,21279,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,1,493,18980.5,MH20AT9122,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1908,28/08/2022,136142,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,7,3282,121434,MH20AT9122,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1909,28/08/2022,115517,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,5,3056,103140,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/1910,28/08/2022,215951,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,7,5713,192813.75,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/1911,28/08/2022,197889,Local,RANJIT ENTERPRISES UNIT - II,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,11,4645,176510,MH20DE1939,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1912,28/08/2022,225691,Local,RANJIT ENTERPRISES UNIT - II,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,15,5631,201308.25,MH20DE1939,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1913,28/08/2022,216616,Local,ANUSHKA PACKAGING-P,NAFISA ROADLINES,PM2 GODOWN,10,5222,193214,MH14AS8777,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1914,28/08/2022,209107,Local,MATHURA INDUSTIES - PP,NAFISA ROADLINES,PM2 GODOWN,10,5181,186516,MH14AS8777,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1915,28/08/2022,29636,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,1,767,26078,MH43BX4291,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1916,28/08/2022,941987,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,32,24695,828713,MH43BX4291,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1917,28/08/2022,106257,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,3,2832,93456,MH43BX4291,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1918,28/08/2022,993414,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,16,24761,885205.75,AP21TE4888,KEDAR PAPER CONVERSION
KPM/2022-23/1919,28/08/2022,925145,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,17,24260,812710,MH43BX4293,KRISHNA AGENCIES
KPM/2022-23/1920,28/08/2022,486662,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,14,12780,428130,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1921,28/08/2022,27754,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,1,708,24426,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1922,28/08/2022,117900,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,4,3025,103755.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1923,29/08/2022,41537,Local,Raj Packaging,PARTY TRANSPORT,PM2 GODOWN,2,975,37050,MH16CD0259,VEDANT PACKER PVT. LTD.
KPM/2022-23/1924,29/08/2022,101356,Local,AURANGABAD PACKAGING INDUSTRIES-VP,PARTY TRANSPORT,PM2 GODOWN,6,2427,90405.75,MH16CC9808,VEDANT PACKER PVT. LTD.
